x,y
0.19047759376083948,0.014817679612006668
0.1904594095058539,0.014815984470522764
0.19046938607547106,0.014818565919270554
0.1904703734423312,0.01481837814838563
0.19047751835866547,0.014818289705868182
0.1904629113337899,0.014817026663274224
0.20034884194761315,0.014798356537891272
0.23372044870982447,0.014741393857288926
0.26710914022112753,0.014751617010767937
0.3005013226533697,0.014839210377739942
0.33388627271863075,0.01501583975236409
0.36727495331021737,0.01544301784421151
0.4006634216177414,0.016086616091378764
0.4340533767878717,0.016956847841266928
0.46744147579020334,0.017818644300271927
0.5008300895689818,0.01871110955861638
0.5342181624341029,0.019740186947237774
0.5676064733605038,0.020848929620322976
0.6009958418416008,0.022016316052637763
0.6343837885085567,0.02319220789605056
0.6677723426162965,0.026019703645266627
0.7011609941341633,0.029366011424615094
0.7345495817368407,0.032712288289349176
0.7679381773696484,0.0360587167165665
0.801326781834461,0.039405201510666295
0.8347153977422438,0.042751719721459205
0.8681040110557997,0.04609823667709093
0.9014930681543573,0.04944623155511888
0.9348814028795984,0.052792264089631905
0.9682698503379767,0.05613789799773679
1.0016584729105547,0.05949698453123028
1.0350470917482828,0.06316750145063296
1.0684357022416764,0.06711564426334536
1.1018243129297278,0.07107710511742664
1.1352130011571822,0.075039649967891
1.168601697386959,0.07900180625352746
1.201990160433091,0.08299736179555108
1.235378772890545,0.08706855843323455
1.2687673901010181,0.09113987264842932
1.3021560172468027,0.09521121952666294
1.3355446446017694,0.09928256602510135
1.3689332457872676,0.10335382840558854
1.402322025026381,0.10742522156531786
1.435710508957471,0.11025051938796457
1.4690991680604355,0.11261581637009783
1.5024876954502195,0.114980628694988
1.535876310881499,0.1173455584085309
1.5692649266706797,0.11971048756797796
1.6026535419675376,0.12207541541509084
1.6360421710118143,0.1244407291650222
1.6694307721454098,0.12680530292896414
1.7028193893490076,0.1421812186768347
1.736208003241832,0.1835667185354862
1.7695966178344875,0.22495697248939617
1.8029852698512354,0.2663491717406679
1.836373868610469,0.3077385737850549
1.8697624754628845,0.3491285734539509
1.9031510855981888,0.3905187519366512
1.9365396979873133,0.43190902420758004
1.9699283117411936,0.4732993546426925
2.0033169278881204,0.5146897685809327
2.036705543189241,0.5560801586796588
2.0700941574549647,0.5974705201070906
2.1034827730641594,0.6388609526548402
2.136871388530535,0.6802516775129274
2.1702600022521397,0.7216418101838776
2.203648617863384,0.7634531510692829
2.2370372329597816,0.8058626198169148
2.270425850009673,0.8482732022353906
2.3038144651153996,0.8906832995416326
2.33720308025648,0.9330935220929413
2.3705916954257833,0.9755037779904436
2.403980310973662,1.017914063095446
2.4373689268412333,1.0603243664473185
2.4707575420552033,1.1027346458989262
2.504146156963684,1.1451449897900885
2.537534772578025,1.1875562169643283
2.5709233871244668,1.2299657340643457
2.604312003237905,1.277016612225303
2.637700618986611,1.3425880185699657
2.6710892340624053,1.4082021903947306
2.704477849275537,1.4738250232199166
2.737866464560809,1.5394487461457536
2.771255079885781,1.605072613079165
2.8046436952388074,1.6706965257405524
2.8380323106107994,1.7363204587787067
2.8714209390455414,1.801946009879928
2.9048095516300334,1.8675694037690498
2.938198165079426,1.9331931051919677
2.971586778801326,1.9988169177572712
3.0049753927865024,2.06444079611333
3.0383640072484788,2.130064773777101
3.071752622289204,2.1956888711153004
3.1051412373281955,2.2613128765392836
3.1385298523183875,2.3269368037639815
3.1719184672090153,2.3925606628197014
3.205307081943504,2.4581844615521082
3.2386956965078264,2.5238082075939814
3.272084311173249,2.5894319275183535
3.3054729260775395,2.6550557502596313
